bin,k,q_squared,t,x_b,W,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,BSA,sig_BSA,link
,10.6,3.86877,-1.45902,0.283777,,2.6037,,,,,,-0.155542,0.165412,
,10.6,3.81169,-1.29807,0.288916,,3.08584,,,,,,-0.348308,0.137935,
,10.6,3.90887,-1.38702,0.290646,,3.74967,,,,,,-0.409167,0.195079,
,10.6,3.83076,-1.43161,0.275961,,4.45312,,,,,,0.0493021,0.147324,
,10.6,3.78558,-1.19148,0.27628,,4.99602,,,,,,-0.215604,0.151021,
,10.6,3.83118,-1.31489,0.277786,,5.53996,,,,,,-0.247324,0.125897,
,10.6,3.94152,-1.1711,0.268516,,5.8257,,,,,,-0.0865828,0.0524759,
,10.6,3.81528,-1.40886,0.287829,,5.9797,,,,,,-0.0885532,0.0550809,
,10.6,3.7017,-1.54782,0.293177,,6.18121,,,,,,-0.0635241,0.0828664,
,10.6,4.20911,-1.59886,0.393126,,0.0943733,,,,,,0.19314,0.0885936,
,10.6,4.31462,-1.70835,0.377039,,0.338729,,,,,,0.252487,0.121625,
,10.6,4.0537,-2.14793,0.393757,,0.972377,,,,,,-0.301709,0.204879,
,10.6,4.1467,-1.7991,0.43676,,1.58191,,,,,,0.0253612,0.257143,
,10.6,4.14696,-1.79023,0.426665,,2.07336,,,,,,0.00452792,0.191977,
,10.6,3.98895,-1.51478,0.398245,,2.50891,,,,,,0.273953,0.1341,
,10.6,4.0663,-1.3609,0.373545,,3.06998,,,,,,0.174142,0.136185,
,10.6,4.18811,-1.44221,0.403047,,3.65225,,,,,,-0.0537419,0.186962,
,10.6,4.07131,-1.72938,0.427946,,4.35451,,,,,,-0.298676,0.20148,
,10.6,4.08602,-2.02032,0.41943,,4.92066,,,,,,0.0188647,0.21308,
,10.6,4.15063,-1.77711,0.402418,,5.45344,,,,,,-0.28118,0.154406,
,10.6,4.30297,-1.75965,0.388276,,5.87833,,,,,,-0.0955593,0.0954387,
,10.6,4.28656,-1.697,0.393284,,6.16276,,,,,,-0.0931545,0.0863147,
,10.6,5.98186,-0.436902,0.463134,,0.150142,,,,,,0.102381,0.121604,
,10.6,6.00086,-0.438873,0.467317,,0.436988,,,,,,-0.0188744,0.155205,
,10.6,5.83519,-0.405148,0.447679,,0.765659,,,,,,0.216617,0.112811,
,10.6,5.77463,-0.388926,0.437751,,1.1225,,,,,,0.21921,0.0977145,
,10.6,5.96274,-0.413361,0.451677,,1.60566,,,,,,0.360033,0.0856143,
,10.6,6.05247,-0.416813,0.456161,,2.23924,,,,,,0.152528,0.158167,
,10.6,5.89103,-0.413679,0.447724,,4.14895,,,,,,-0.0803973,0.176228,
,10.6,5.92811,-0.403674,0.454031,,4.7931,,,,,,-0.458683,0.17374,
,10.6,6.06687,-0.454703,0.471607,,5.36136,,,,,,-0.152424,0.105419,
,10.6,5.91282,-0.406817,0.451834,,6.02364,,,,,,-0.0109414,0.0893116,
,10.6,5.60991,-0.537989,0.407591,,0.129985,,,,,,0.107154,0.118916,
,10.6,5.77978,-0.590902,0.446747,,0.418357,,,,,,0.0850094,0.111599,
,10.6,5.73156,-0.578683,0.446074,,0.815498,,,,,,0.231968,0.106133,
,10.6,5.83945,-0.571031,0.439927,,1.31299,,,,,,0.386031,0.0868836,
,10.6,5.78547,-0.580561,0.440572,,1.87577,,,,,,0.457585,0.125493,
,10.6,5.96252,-0.56425,0.425719,,3.79579,,,,,,-0.262862,0.186926,
,10.6,5.84531,-0.562609,0.426945,,4.43774,,,,,,-0.224471,0.162575,
,10.6,5.86309,-0.592,0.446343,,5.02813,,,,,,-0.302929,0.203322,
,10.6,5.84381,-0.603946,0.45962,,5.68106,,,,,,-0.222589,0.119596,
,10.6,5.55721,-0.54758,0.411136,,6.11198,,,,,,0.00435166,0.101593,
,10.6,5.58591,-0.768816,0.383518,,0.0915991,,,,,,0.00696017,0.0901595,
,10.6,5.53082,-0.770629,0.380277,,0.281788,,,,,,0.179663,0.0953806,
,10.6,5.68447,-0.813947,0.417488,,0.52454,,,,,,0.208626,0.122514,
,10.6,6.04242,-0.836458,0.449757,,1.0852,,,,,,0.240605,0.127413,
,10.6,5.97044,-0.825188,0.441947,,1.69185,,,,,,0.320318,0.117563,
,10.6,5.68685,-0.850154,0.417885,,2.27506,,,,,,-0.0554102,0.176181,
,10.6,5.61928,-0.810759,0.415625,,2.91762,,,,,,-0.0350744,0.196677,
,10.6,5.90489,-0.826349,0.42863,,3.53647,,,,,,-0.119202,0.195571,
,10.6,5.94951,-0.870683,0.446608,,4.24431,,,,,,-0.567327,0.215921,
,10.6,5.89087,-0.858338,0.438287,,4.87169,,,,,,-0.302393,0.175484,
,10.6,5.66428,-0.832813,0.421967,,5.45667,,,,,,-0.0755033,0.12652,
,10.6,5.46025,-0.777653,0.368057,,5.9349,,,,,,-0.00326229,0.107491,
,10.6,5.51354,-0.792361,0.38889,,6.16442,,,,,,-0.166671,0.077438,
,10.6,5.92543,-1.71004,0.426687,,0.0906109,,,,,,-0.114737,0.125838,
,10.6,5.95086,-1.93187,0.422386,,0.291026,,,,,,0.181528,0.0757486,
,10.6,5.70193,-1.87753,0.406162,,0.535528,,,,,,0.287659,0.0995628,
,10.6,5.91085,-2.06553,0.455968,,1.25659,,,,,,0.187699,0.135272,
,10.6,5.95884,-1.89823,0.459958,,1.92528,,,,,,0.192555,0.218142,
,10.6,5.91615,-1.65707,0.469659,,2.49348,,,,,,0.0443024,0.256482,
,10.6,5.59063,-1.62081,0.435104,,3.16697,,,,,,0.469828,0.191509,
,10.6,6.02032,-1.38531,0.437568,,3.7934,,,,,,-0.605469,0.33134,
,10.6,5.93008,-1.97401,0.436502,,4.42588,,,,,,-0.19344,0.199536,
,10.6,6.00517,-1.98649,0.460761,,4.98,,,,,,-0.207982,0.163604,
,10.6,5.91501,-2.10958,0.436069,,5.58014,,,,,,0.212485,0.122316,
,10.6,5.82936,-1.68036,0.400098,,5.93473,,,,,,-0.234214,0.0833714,
,10.6,5.81549,-1.93471,0.422162,,6.14713,,,,,,0.0970322,0.102245,
,10.6,7.40479,-2.61065,0.615449,,0.274581,,,,,,0.242551,0.162573,
,10.6,6.98888,-2.38356,0.603464,,0.939422,,,,,,0.237649,0.221741,
,10.6,7.14306,-2.75507,0.626857,,4.76987,,,,,,0.355816,0.278165,
,10.6,6.87046,-2.80396,0.612411,,5.37179,,,,,,-0.179979,0.200663,
,10.6,7.43609,-3.11817,0.618028,,6.04618,,,,,,0.133889,0.154548,
,10.2,1.36679,-0.139944,0.10852,,0.301683,,,,,,0.129798,0.056638,
,10.2,1.3595,-0.149211,0.0997291,,0.637473,,,,,,-0.0121261,0.0796433,
,10.2,1.34826,-0.15243,0.0933342,,0.849838,,,,,,-0.0650657,0.0808073,
,10.2,1.34015,-0.149641,0.0909908,,1.09658,,,,,,0.504813,0.0658236,
,10.2,1.34713,-0.144653,0.0914016,,5.21343,,,,,,-0.159961,0.0854133,
,10.2,1.34466,-0.159054,0.0929709,,5.43878,,,,,,-0.124905,0.0743217,
,10.2,1.35722,-0.149438,0.0998266,,5.66567,,,,,,-0.130172,0.0748107,
,10.2,1.36916,-0.150133,0.110002,,6.01667,,,,,,0.119229,0.0864193,
,10.2,1.36689,-0.280132,0.110013,,0.498833,,,,,,-0.02502,0.108752,
,10.2,1.35229,-0.294454,0.0953973,,0.757412,,,,,,0.196018,0.0574138,
,10.2,1.34312,-0.259531,0.0922372,,0.972862,,,,,,0.328134,0.0894706,
,10.2,1.35134,-0.279477,0.0928713,,5.4243,,,,,,-0.167878,0.0783341,
,10.2,1.36259,-0.294731,0.10228,,5.65026,,,,,,-0.248583,0.0755714,
,10.2,1.58525,-0.135744,0.12147,,0.0986021,,,,,,-0.0606458,0.0437757,
,10.2,1.59433,-0.145201,0.120994,,0.288461,,,,,,0.0630693,0.0401014,
,10.2,1.60421,-0.148405,0.117918,,0.479294,,,,,,0.180689,0.0299165,
,10.2,1.60027,-0.152217,0.11335,,0.657205,,,,,,0.115477,0.0316787,
,10.2,1.59781,-0.155441,0.109986,,0.834717,,,,,,0.141207,0.0394003,
,10.2,1.58925,-0.154559,0.107431,,1.01918,,,,,,0.0899433,0.0905602,
,10.2,1.58949,-0.160352,0.118214,,2.21961,,,,,,0.210126,0.0794509,
,10.2,1.56715,-0.161098,0.117058,,2.53583,,,,,,-0.0998786,0.0997401,
,10.2,1.58538,-0.170438,0.116366,,2.8685,,,,,,0.254379,0.0670622,
,10.2,1.57245,-0.168185,0.117677,,3.27273,,,,,,0.036488,0.11475,
,10.2,1.56863,-0.155284,0.105699,,5.19825,,,,,,-0.20039,0.115827,
,10.2,1.58655,-0.157575,0.108377,,5.3832,,,,,,-0.122991,0.0491585,
,10.2,1.60607,-0.157372,0.11211,,5.56029,,,,,,-0.160578,0.0326173,
,10.2,1.60655,-0.153126,0.116755,,5.74501,,,,,,-0.240773,0.0349216,
,10.2,1.59441,-0.150085,0.120068,,5.93031,,,,,,-0.0701983,0.0529358,
,10.2,1.58344,-0.142421,0.121541,,6.14694,,,,,,-0.0620141,0.0414971,
,10.2,1.68868,-0.170424,0.145422,,0.0974614,,,,,,0.0732246,0.057557,
,10.2,1.68968,-0.169978,0.149063,,0.27841,,,,,,0.0725181,0.0606747,
,10.2,1.72378,-0.171763,0.151091,,0.448866,,,,,,-0.135158,0.120338,
,10.2,1.71716,-0.160086,0.166442,,0.723672,,,,,,0.308131,0.120157,
,10.2,1.69089,-0.162903,0.174341,,1.58276,,,,,,0.277034,0.0830954,
,10.2,1.68247,-0.17683,0.158769,,2.10796,,,,,,0.386755,0.0622165,
,10.2,1.67679,-0.173971,0.152785,,2.53767,,,,,,0.144717,0.0819198,
,10.2,1.6764,-0.177809,0.151942,,2.87002,,,,,,-0.0623008,0.103576,
,10.2,1.65257,-0.177797,0.152236,,3.38909,,,,,,-0.000776718,0.0885842,
,10.2,1.74714,-0.173618,0.135179,,5.77544,,,,,,-0.132423,0.128749,
,10.2,1.71079,-0.178743,0.138698,,6.00308,,,,,,-0.20428,0.0912097,
,10.2,1.7035,-0.170046,0.141328,,6.19079,,,,,,0.0735508,0.0664305,
,10.2,1.70299,-0.191201,0.244465,,0.227298,,,,,,0.279535,0.0667114,
,10.2,1.71575,-0.197617,0.2598,,0.699918,,,,,,0.261341,0.0889208,
,10.2,1.7192,-0.196998,0.248131,,1.38316,,,,,,0.620482,0.0880599,
,10.2,1.69874,-0.187994,0.265029,,5.84027,,,,,,-0.134158,0.111455,
,10.2,1.70983,-0.210462,0.241687,,6.18515,,,,,,-0.0391029,0.151501,
,10.2,1.50743,-0.246792,0.12524,,0.276232,,,,,,0.0553934,0.0797645,
,10.2,1.57966,-0.283912,0.122736,,0.493411,,,,,,0.144641,0.0416775,
,10.2,1.60703,-0.302211,0.11558,,0.66374,,,,,,0.178948,0.0268465,
,10.2,1.59598,-0.289109,0.10988,,0.826725,,,,,,0.0881947,0.0453301,
,10.2,1.59433,-0.267865,0.107752,,1.00835,,,,,,0.130596,0.105662,
,10.2,1.59859,-0.28677,0.116994,,2.42004,,,,,,0.156402,0.0803841,
,10.2,1.59449,-0.293486,0.115194,,2.67318,,,,,,0.142621,0.0949008,
,10.2,1.56785,-0.294486,0.112573,,2.87791,,,,,,0.109925,0.0888719,
,10.2,1.57672,-0.293796,0.116799,,3.19625,,,,,,0.0251794,0.106692,
,10.2,1.56492,-0.267014,0.105853,,5.25847,,,,,,-0.233708,0.120597,
,10.2,1.59457,-0.28483,0.110239,,5.45365,,,,,,-0.10565,0.0427178,
,10.2,1.6024,-0.298455,0.115551,,5.61798,,,,,,-0.128623,0.0293169,
,10.2,1.57986,-0.285341,0.122996,,5.79195,,,,,,-0.100567,0.0479517,
,10.2,1.50106,-0.248112,0.125349,,6.02175,,,,,,-0.258086,0.0797813,
,10.2,1.65721,-0.293006,0.14944,,0.0929998,,,,,,-0.0683897,0.0510465,
,10.2,1.66341,-0.301617,0.1439,,0.283133,,,,,,-0.0164725,0.0478498,
,10.2,1.70324,-0.307864,0.137317,,0.462577,,,,,,0.257012,0.0482678,
,10.2,1.73609,-0.311715,0.133437,,0.631472,,,,,,0.655418,0.0823347,
,10.2,1.68269,-0.301632,0.16313,,2.20135,,,,,,0.135683,0.0976985,
,10.2,1.66944,-0.305962,0.15569,,2.57398,,,,,,-0.0876587,0.115124,
,10.2,1.67814,-0.308194,0.159315,,2.83109,,,,,,0.0396971,0.111685,
,10.2,1.65894,-0.313034,0.151102,,3.0674,,,,,,-0.072587,0.106569,
,10.2,1.65961,-0.301661,0.157458,,3.44833,,,,,,-0.336625,0.102589,
,10.2,1.72468,-0.31393,0.135031,,5.71297,,,,,,-0.327082,0.163401,
,10.2,1.68377,-0.314633,0.139089,,5.87637,,,,,,-0.0402555,0.0443012,
,10.2,1.65979,-0.298283,0.146652,,6.11797,,,,,,-0.0280145,0.0316618,
,10.2,1.55912,-0.661248,0.117951,,0.451774,,,,,,0.163241,0.0670756,
,10.2,1.59796,-0.552733,0.115169,,0.60099,,,,,,0.142182,0.0332707,
,10.2,1.61244,-0.507494,0.111666,,0.76252,,,,,,0.172023,0.0785696,
,10.2,1.62419,-0.545116,0.11677,,2.54412,,,,,,0.374767,0.0933169,
,10.2,1.54416,-0.558952,0.113766,,3.00049,,,,,,-0.137749,0.103465,
,10.2,1.57342,-0.572104,0.111388,,4.43658,,,,,,0.2065,0.108481,
,10.2,1.55534,-0.574042,0.115927,,4.78322,,,,,,-0.142873,0.0916918,
,10.2,1.58832,-0.50085,0.111484,,5.39058,,,,,,0.0935139,0.0942523,
,10.2,1.59483,-0.536078,0.113305,,5.63921,,,,,,-0.262938,0.0446202,
,10.2,1.55885,-0.629595,0.116043,,5.78509,,,,,,-0.0620986,0.0435291,
,10.2,1.67422,-0.53293,0.174693,,0.179386,,,,,,0.0220792,0.0694969,
,10.2,1.65552,-0.572243,0.145254,,0.416525,,,,,,0.000613912,0.0531102,
,10.2,1.70765,-0.563833,0.137584,,0.563691,,,,,,0.197259,0.124671,
,10.2,1.67899,-0.528666,0.160049,,2.36913,,,,,,0.0275525,0.178554,
,10.2,1.66234,-0.542693,0.152557,,2.83519,,,,,,-0.0320458,0.0961508,
,10.2,1.66297,-0.580834,0.158661,,3.36541,,,,,,0.0476292,0.108338,
,10.2,1.68764,-0.620516,0.149002,,4.79055,,,,,,-0.166888,0.118065,
,10.2,1.65763,-0.622786,0.153349,,5.16592,,,,,,-0.0637423,0.107409,
,10.2,1.7013,-0.558375,0.144389,,5.67886,,,,,,-0.336356,0.115614,
,10.2,1.66333,-0.578094,0.14681,,5.86768,,,,,,-0.0152803,0.0414831,
,10.2,1.67026,-0.555064,0.174675,,6.08541,,,,,,0.0542667,0.0553917,
,10.2,1.57425,-1.13479,0.114406,,0.121889,,,,,,0.198784,0.0601381,
,10.2,1.59106,-0.983088,0.113925,,0.362203,,,,,,-0.092953,0.0766788,
,10.2,1.61403,-0.936701,0.1161,,5.81504,,,,,,-0.121317,0.0948042,
,10.2,1.57316,-0.982745,0.114075,,5.98626,,,,,,0.117809,0.0563316,
,10.2,1.58908,-1.15331,0.11479,,6.18943,,,,,,0.0558603,0.0723729,
,10.2,2.0234,-0.153039,0.146895,,0.0963556,,,,,,0.0144519,0.029808,
,10.2,2.0326,-0.155362,0.145548,,0.288002,,,,,,0.0785324,0.0264633,
,10.2,2.04187,-0.160538,0.143273,,0.472598,,,,,,0.130264,0.0265379,
,10.2,2.02645,-0.164275,0.138996,,0.65032,,,,,,0.106946,0.0352559,
,10.2,2.01948,-0.164282,0.136613,,0.828154,,,,,,0.329336,0.057255,
,10.2,1.98712,-0.159362,0.134454,,1.0379,,,,,,-0.272546,0.211952,
,10.2,1.98966,-0.166996,0.147823,,1.96019,,,,,,0.24106,0.0770047,
,10.2,1.99981,-0.170864,0.146817,,2.36423,,,,,,0.108634,0.0838141,
,10.2,1.97886,-0.173778,0.145513,,2.7288,,,,,,0.266575,0.0733567,
,10.2,1.98431,-0.177492,0.144367,,3.20085,,,,,,0.0349802,0.0850855,
,10.2,1.98591,-0.171245,0.148928,,3.67741,,,,,,-0.127259,0.128856,
,10.2,1.93448,-0.160286,0.129211,,5.26362,,,,,,-0.0170134,0.154571,
,10.2,2.00478,-0.163683,0.135596,,5.4523,,,,,,-0.294424,0.0753994,
,10.2,2.02773,-0.167438,0.13906,,5.62872,,,,,,-0.0965065,0.0347301,
,10.2,2.04206,-0.163157,0.142866,,5.80937,,,,,,-0.106931,0.0308691,
,10.2,2.02331,-0.157457,0.145114,,5.99369,,,,,,-0.0187838,0.0312942,
,10.2,2.0237,-0.154157,0.146986,,6.18606,,,,,,-0.0955899,0.0325955,
,10.2,2.18777,-0.182097,0.191893,,0.094015,,,,,,0.00293917,0.0443714,
,10.2,2.16072,-0.18183,0.198173,,0.28139,,,,,,0.00804255,0.0455674,
,10.2,2.17113,-0.177965,0.201515,,0.465416,,,,,,0.2125,0.0510703,
,10.2,2.1366,-0.174721,0.209091,,0.654307,,,,,,0.242538,0.061729,
,10.2,2.12573,-0.179444,0.216902,,0.844025,,,,,,0.28868,0.080767,
,10.2,2.13717,-0.177194,0.214473,,1.03951,,,,,,0.0712511,0.0988354,
,10.2,2.14073,-0.173466,0.20348,,1.2642,,,,,,0.42536,0.0532168,
,10.2,2.11626,-0.177788,0.203002,,1.5007,,,,,,0.451736,0.0510357,
,10.2,2.12922,-0.188483,0.20059,,1.72526,,,,,,0.214882,0.0793078,
,10.2,2.12026,-0.188697,0.193539,,1.91453,,,,,,0.200965,0.088152,
,10.2,2.11876,-0.184529,0.190643,,2.13489,,,,,,0.333614,0.0693445,
,10.2,2.10149,-0.184799,0.181424,,2.35243,,,,,,0.0383853,0.0977493,
,10.2,2.14178,-0.187104,0.180408,,2.57885,,,,,,0.0736695,0.0903292,
,10.2,2.13111,-0.196907,0.183704,,2.87991,,,,,,0.160882,0.0764931,
,10.2,2.12913,-0.195277,0.180076,,3.33979,,,,,,-0.0941306,0.0903668,
,10.2,2.14203,-0.197735,0.188278,,3.86395,,,,,,-0.304386,0.104012,
,10.2,2.17441,-0.191213,0.215596,,4.46151,,,,,,-0.21955,0.148056,
,10.2,2.25243,-0.179604,0.192733,,5.66095,,,,,,-0.0221449,0.101016,
,10.2,2.22407,-0.183328,0.190675,,5.88613,,,,,,0.0447147,0.0633879,
,10.2,2.20853,-0.183321,0.190953,,6.13516,,,,,,-0.00338804,0.0383895,
,10.2,2.15874,-0.236003,0.308398,,0.0984499,,,,,,0.0552195,0.0945899,
,10.2,2.14229,-0.227349,0.300315,,0.277188,,,,,,0.0539578,0.0740562,
,10.2,2.1485,-0.230226,0.305268,,0.479985,,,,,,0.0413396,0.105902,
,10.2,2.13098,-0.24418,0.303118,,0.675381,,,,,,0.313602,0.0725278,
,10.2,2.11736,-0.235699,0.307872,,0.938243,,,,,,0.103809,0.100105,
,10.2,2.15718,-0.249953,0.316971,,1.32815,,,,,,0.466141,0.0824455,
,10.2,2.15463,-0.245372,0.317833,,5.18953,,,,,,-0.0434758,0.134186,
,10.2,2.18822,-0.226227,0.309828,,5.63743,,,,,,-0.162394,0.107186,
,10.2,2.13557,-0.241255,0.321698,,5.87175,,,,,,0.159152,0.0935939,
,10.2,2.15008,-0.242834,0.305946,,6.1373,,,,,,-0.073077,0.0784112,
,10.2,1.91212,-0.264514,0.153261,,0.101037,,,,,,-0.033155,0.0661352,
,10.2,1.95007,-0.277932,0.151668,,0.296362,,,,,,0.0437502,0.045566,
,10.2,2.00816,-0.298517,0.148376,,0.478125,,,,,,0.0712709,0.0296723,
,10.2,2.03474,-0.306256,0.141768,,0.654422,,,,,,0.160004,0.0264228,
,10.2,2.02541,-0.29632,0.137748,,0.823581,,,,,,0.179854,0.0539101,
,10.2,2.01813,-0.295369,0.146751,,1.99611,,,,,,-0.0053057,0.102382,
,10.2,2.00839,-0.303447,0.144763,,2.37756,,,,,,0.387993,0.0639864,
,10.2,1.99067,-0.30504,0.142693,,2.67348,,,,,,0.0212293,0.0897968,
,10.2,1.97721,-0.301062,0.145027,,2.89958,,,,,,0.0517483,0.106315,
,10.2,2.01449,-0.299132,0.146366,,3.20012,,,,,,-0.0564642,0.11005,
,10.2,2.00862,-0.345654,0.143012,,4.47223,,,,,,-0.773884,0.13566,
,10.2,2.03428,-0.291735,0.138227,,5.45089,,,,,,-0.188897,0.0615575,
,10.2,2.03458,-0.306378,0.141915,,5.62885,,,,,,-0.126506,0.0281065,
,10.2,1.99682,-0.302286,0.148382,,5.80645,,,,,,-0.172939,0.0324533,
,10.2,1.94783,-0.278798,0.151919,,5.98718,,,,,,-0.101704,0.0463163,
,10.2,1.91112,-0.264581,0.153129,,6.17531,,,,,,-0.11134,0.0698099,
,10.2,2.13954,-0.324723,0.182314,,0.0944952,,,,,,0.0621024,0.0297776,
,10.2,2.15209,-0.324752,0.178358,,0.281266,,,,,,0.0659078,0.0312188,
,10.2,2.23378,-0.327592,0.176282,,0.460397,,,,,,0.20115,0.0398701,
,10.2,2.27991,-0.319098,0.178427,,0.630196,,,,,,0.200399,0.100228,
,10.2,2.21399,-0.299856,0.222556,,1.08709,,,,,,0.176808,0.108487,
,10.2,2.15788,-0.305728,0.209741,,1.59447,,,,,,0.294433,0.0797271,
,10.2,2.12111,-0.316467,0.208298,,1.88167,,,,,,0.249741,0.0852235,
,10.2,2.1049,-0.326657,0.199796,,2.1314,,,,,,0.199409,0.0828238,
,10.2,2.12992,-0.321122,0.192709,,2.3627,,,,,,-0.201706,0.108981,
,10.2,2.11313,-0.337469,0.193051,,2.54735,,,,,,0.057878,0.0890326,
,10.2,2.11722,-0.330856,0.191123,,2.72548,,,,,,0.0113838,0.087888,
,10.2,2.10221,-0.330086,0.190352,,2.91652,,,,,,0.00427523,0.0848064,
,10.2,2.10347,-0.325312,0.188553,,3.12618,,,,,,0.159279,0.0900534,
,10.2,2.07513,-0.337401,0.199049,,3.39158,,,,,,0.0257898,0.0973274,
,10.2,2.10443,-0.332137,0.196453,,3.64333,,,,,,0.175598,0.0859351,
,10.2,2.13991,-0.317528,0.206192,,3.96825,,,,,,-0.0598139,0.123319,
,10.2,2.18948,-0.342514,0.182387,,4.66208,,,,,,-0.37776,0.170004,
,10.2,2.25841,-0.348476,0.174395,,5.33958,,,,,,-0.149014,0.146099,
,10.2,2.28705,-0.329038,0.165752,,5.70242,,,,,,-0.347884,0.0878006,
,10.2,2.21749,-0.333829,0.169613,,5.87929,,,,,,-0.127391,0.0419283,
,10.2,2.14112,-0.326357,0.177336,,6.12779,,,,,,-0.0341788,0.0248106,
,10.2,2.13041,-0.396866,0.309667,,0.088664,,,,,,0.0756978,0.0830051,
,10.2,2.16641,-0.383705,0.305765,,0.301548,,,,,,0.0478776,0.102124,
,10.2,2.19025,-0.37694,0.316298,,0.732343,,,,,,0.3544,0.0709609,
,10.2,2.1823,-0.377983,0.30762,,1.39741,,,,,,0.38048,0.119134,
,10.2,2.11484,-0.396639,0.310623,,2.05174,,,,,,-0.163878,0.169927,
,10.2,2.15331,-0.402588,0.30791,,2.59803,,,,,,0.0435184,0.145391,
,10.2,2.17389,-0.404397,0.300003,,3.23122,,,,,,-0.344274,0.194108,
,10.2,2.13547,-0.391237,0.304701,,3.90466,,,,,,-0.55406,0.232943,
,10.2,2.19321,-0.382282,0.323255,,5.89738,,,,,,-0.195411,0.123328,
,10.2,2.1284,-0.394715,0.309253,,6.19021,,,,,,-0.0631228,0.0803924,
,10.2,1.94375,-0.59397,0.150912,,0.448263,,,,,,0.0485477,0.0546952,
,10.2,2.01847,-0.578801,0.1435,,0.59404,,,,,,0.13168,0.0297515,
,10.2,2.02657,-0.515435,0.138341,,0.757981,,,,,,0.21003,0.0580285,
,10.2,1.98706,-0.568002,0.143325,,2.46996,,,,,,0.107849,0.0980986,
,10.2,1.99162,-0.558695,0.145269,,2.90289,,,,,,0.0599243,0.106496,
,10.2,1.9743,-0.579816,0.146894,,3.33464,,,,,,0.394992,0.0920524,
,10.2,1.99468,-0.596117,0.144637,,4.62242,,,,,,-0.131486,0.094495,
,10.2,1.95628,-0.586579,0.145811,,5.10079,,,,,,-0.371466,0.111536,
,10.2,2.03631,-0.538562,0.140406,,5.58351,,,,,,-0.158364,0.0569257,
,10.2,2.00772,-0.586874,0.146166,,5.73986,,,,,,-0.0250728,0.031452,
,10.2,1.89467,-0.559372,0.153975,,5.88534,,,,,,-0.39792,0.13502,
,10.2,2.08816,-0.569964,0.205118,,0.0961659,,,,,,0.0346211,0.0421025,
,10.2,2.10929,-0.578311,0.18822,,0.290321,,,,,,0.138849,0.0351466,
,10.2,2.18398,-0.597047,0.172808,,0.462957,,,,,,0.0495043,0.0425362,
,10.2,2.25747,-0.587439,0.171328,,0.649409,,,,,,0.110256,0.107239,
,10.2,2.10711,-0.737956,0.198262,,1.09032,,,,,,0.0711478,0.110568,
,10.2,2.1364,-0.563728,0.204646,,1.96279,,,,,,0.100978,0.133364,
,10.2,2.1184,-0.587917,0.19769,,2.34291,,,,,,0.141417,0.105085,
,10.2,2.11977,-0.575408,0.197957,,2.63877,,,,,,-0.0384936,0.107105,
,10.2,2.09398,-0.565155,0.190458,,2.88914,,,,,,0.168335,0.0899935,
,10.2,2.09835,-0.592174,0.204634,,3.20616,,,,,,0.148223,0.101312,
,10.2,2.09674,-0.57328,0.205276,,3.56209,,,,,,-0.0171806,0.10536,
,10.2,2.16155,-0.570891,0.199204,,4.02134,,,,,,-0.385581,0.177245,
,10.2,2.16354,-0.614148,0.184323,,4.60635,,,,,,-0.209154,0.121068,
,10.2,2.12926,-0.628401,0.191574,,4.9391,,,,,,-0.379335,0.100818,
,10.2,2.06775,-0.654427,0.199004,,5.21422,,,,,,-0.159063,0.0916762,
,10.2,2.08781,-0.635228,0.207691,,5.46075,,,,,,-0.223016,0.0835071,
,10.2,2.23851,-0.582676,0.172565,,5.70971,,,,,,-0.150313,0.0723849,
,10.2,2.13806,-0.590735,0.178205,,5.87847,,,,,,-0.0161398,0.0319415,
,10.2,2.11109,-0.577507,0.197994,,6.10528,,,,,,-0.0622883,0.028591,
,10.2,2.1965,-0.609302,0.313831,,0.14796,,,,,,-0.20753,0.117322,
,10.2,2.16467,-0.653881,0.303212,,2.29487,,,,,,0.0774096,0.158036,
,10.2,2.19036,-0.662609,0.314038,,2.72531,,,,,,-0.0693385,0.178602,
,10.2,2.1473,-0.688178,0.296161,,3.39827,,,,,,0.135925,0.11264,
,10.2,2.16281,-0.657593,0.320514,,6.14207,,,,,,-0.281703,0.138635,
,10.2,1.9953,-1.34646,0.143423,,0.172248,,,,,,-0.0800591,0.0807517,
,10.2,2.01691,-1.0196,0.143866,,0.415778,,,,,,0.0589381,0.0682012,
,10.2,2.03415,-0.968902,0.141617,,0.624727,,,,,,0.148787,0.136641,
,10.2,2.03703,-1.0066,0.14548,,4.64078,,,,,,-0.207461,0.194188,
,10.2,2.03279,-0.926613,0.144354,,5.7651,,,,,,-0.0628537,0.0790805,
,10.2,1.98217,-1.08137,0.14321,,5.92087,,,,,,-0.110957,0.0681173,
,10.2,1.98647,-1.31037,0.142632,,6.1476,,,,,,0.0130041,0.0870621,
,10.2,2.09693,-1.25165,0.203895,,0.195831,,,,,,-0.0278717,0.0645323,
,10.2,2.17718,-1.05438,0.183298,,0.387416,,,,,,0.0187117,0.0637355,
,10.2,2.12246,-1.11044,0.204704,,0.80181,,,,,,0.128113,0.0840625,
,10.2,2.15078,-1.14589,0.197791,,1.16429,,,,,,0.11686,0.133467,
,10.2,2.08521,-1.21752,0.206158,,2.60396,,,,,,0.0650039,0.134623,
,10.2,2.0888,-1.31129,0.211754,,3.19089,,,,,,0.0574452,0.124838,
