bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,D4_sigma (nb/Gev^4),D4_sigma_stat_plus,D4_sigma_stat_minus,D4_sigma_sys_plus,D4_sigma_sys_minus,link
,,2.417,0.205,0.364,,322.7,,,,,,0.0622438,0.00657178,0.00657178,0.00389812,0.00389812,
,,2.416,0.206,0.364,,337.6,,,,,,0.0842696,0.00799765,0.00799765,0.00569002,0.00569002,
,,2.416,0.206,0.364,,352.5,,,,,,0.0841277,0.00831274,0.00831274,0.0062193,0.0062193,
,,2.418,0.265,0.364,,7.4,,,,,,0.0927817,0.0072283,0.0072283,0.00840204,0.00840204,
,,2.418,0.265,0.364,,22.3,,,,,,0.111026,0.0102457,0.0102457,0.0123229,0.0123229,
,,2.419,0.264,0.364,,37.2,,,,,,0.0561953,0.0047286,0.0047286,0.00431771,0.00431771,
,,2.42,0.264,0.364,,52.2,,,,,,0.0565052,0.00479713,0.00479713,0.00397382,0.00397382,
,,2.422,0.263,0.364,,67.2,,,,,,0.0477145,0.00543279,0.00543279,0.00311005,0.00311005,
,,2.425,0.263,0.365,,97.2,,,,,,0.036561,0.0115496,0.0115496,0.00360948,0.00360948,
,,2.425,0.263,0.365,,262.8,,,,,,0.0146982,0.00342512,0.00342512,0.00361905,0.00361905,
,,2.423,0.263,0.365,,277.8,,,,,,0.0750254,0.0210089,0.0210089,0.00516859,0.00516859,
,,2.422,0.263,0.364,,292.8,,,,,,0.0455046,0.00738192,0.00738192,0.00420225,0.00420225,
,,2.42,0.264,0.364,,307.8,,,,,,0.0815877,0.00961819,0.00961819,0.0112635,0.0112635,
,,2.419,0.264,0.364,,322.8,,,,,,0.0577709,0.00410654,0.00410654,0.00392888,0.00392888,
,,2.418,0.265,0.364,,337.7,,,,,,0.0930062,0.00666755,0.00666755,0.00556932,0.00556932,
,,2.418,0.265,0.364,,352.6,,,,,,0.0939474,0.00635571,0.00635571,0.00587262,0.00587262,
,,2.418,0.345,0.364,,7.4,,,,,,0.0738496,0.00486668,0.00486668,0.00462881,0.00462881,
,,2.419,0.344,0.364,,22.2,,,,,,0.0666484,0.00531028,0.00531028,0.00476997,0.00476997,
,,2.419,0.343,0.364,,37.1,,,,,,0.0624542,0.00512026,0.00512026,0.0038599,0.0038599,
,,2.421,0.343,0.364,,52.1,,,,,,0.0461934,0.00406236,0.00406236,0.00300525,0.00300525,
,,2.422,0.342,0.364,,67.1,,,,,,0.0287696,0.0029007,0.0029007,0.0028918,0.0028918,
,,2.423,0.342,0.365,,82.1,,,,,,0.0193444,0.0038447,0.0038447,0.00369955,0.00369955,
,,2.425,0.341,0.365,,97.2,,,,,,0.00558528,0.00333527,0.00333527,0.0117282,0.0117282,
,,2.425,0.341,0.365,,262.8,,,,,,0.0149288,0.00588712,0.00588712,0.00118137,0.00118137,
,,2.423,0.342,0.365,,277.9,,,,,,0.0299899,0.00712568,0.00712568,0.00460115,0.00460115,
,,2.422,0.342,0.364,,292.9,,,,,,0.0479041,0.00632031,0.00632031,0.00640936,0.00640936,
,,2.421,0.343,0.364,,307.9,,,,,,0.0736209,0.00795967,0.00795967,0.00678752,0.00678752,
,,2.419,0.343,0.364,,322.9,,,,,,0.0722232,0.00529907,0.00529907,0.00499697,0.00499697,
,,2.419,0.344,0.364,,337.8,,,,,,0.0889342,0.00526861,0.00526861,0.00555692,0.00555692,
,,2.418,0.345,0.364,,352.6,,,,,,0.0953264,0.00532912,0.00532912,0.00571085,0.00571085,
,,2.418,0.455,0.364,,7.3,,,,,,0.0937782,0.00485252,0.00485252,0.0072749,0.0072749,
,,2.418,0.454,0.364,,22.1,,,,,,0.0736333,0.00472904,0.00472904,0.00445545,0.00445545,
,,2.419,0.452,0.364,,37,,,,,,0.0422879,0.00321326,0.00321326,0.0026274,0.0026274,
,,2.42,0.45,0.364,,52,,,,,,0.0377181,0.00328109,0.00328109,0.00358191,0.00358191,
,,2.422,0.449,0.365,,67,,,,,,0.0245173,0.00281475,0.00281475,0.00198854,0.00198854,
,,2.423,0.449,0.365,,82.1,,,,,,0.0108649,0.00218302,0.00218302,0.00238441,0.00238441,
,,2.425,0.448,0.365,,97.1,,,,,,0.00657685,0.00585238,0.00585238,0.00585223,0.00585223,
,,2.428,0.447,0.365,,142.3,,,,,,0.0279347,0.0219843,0.0219843,0.00162886,0.00162886,
,,2.428,0.447,0.365,,217.7,,,,,,0.00903963,0.00585175,0.00585175,0.000527096,0.000527096,
,,2.423,0.449,0.365,,277.9,,,,,,0.019625,0.00333011,0.00333011,0.00355171,0.00355171,
,,2.422,0.449,0.365,,293,,,,,,0.0269499,0.00343047,0.00343047,0.0028826,0.0028826,
,,2.42,0.45,0.364,,308,,,,,,0.0416726,0.00430447,0.00430447,0.00275806,0.00275806,
,,2.419,0.452,0.364,,323,,,,,,0.0643368,0.00460058,0.00460058,0.00387439,0.00387439,
,,2.418,0.454,0.364,,337.9,,,,,,0.0711211,0.00364836,0.00364836,0.00509474,0.00509474,
,,2.418,0.455,0.364,,352.7,,,,,,0.0899285,0.00389009,0.00389009,0.00540392,0.00540392,
,,2.413,0.621,0.364,,7.2,,,,,,0.0779132,0.00340472,0.00340472,0.00564611,0.00564611,
,,2.417,0.618,0.364,,21.8,,,,,,0.0688738,0.00389033,0.00389033,0.00434006,0.00434006,
,,2.417,0.613,0.364,,36.7,,,,,,0.0285686,0.00221066,0.00221066,0.001996,0.001996,
,,2.419,0.61,0.365,,51.8,,,,,,0.024866,0.0021982,0.0021982,0.00152671,0.00152671,
,,2.421,0.608,0.365,,66.9,,,,,,0.0141482,0.00152407,0.00152407,0.00145425,0.00145425,
,,2.423,0.607,0.365,,82,,,,,,0.00841656,0.00233433,0.00233433,0.000490766,0.000490766,
,,2.427,0.605,0.365,,127.2,,,,,,0.0449447,0.0336628,0.0336628,0.0103794,0.0103794,
,,2.428,0.605,0.365,,142.3,,,,,,0.0423114,0.0316305,0.0316305,0.00579365,0.00579365,
,,2.429,0.605,0.365,,157.4,,,,,,0.0217486,0.0167111,0.0167111,0.00230734,0.00230734,
,,2.428,0.605,0.365,,172.4,,,,,,0.00366222,0.0016659,0.0016659,0.000612426,0.000612426,
,,2.428,0.605,0.365,,187.6,,,,,,0.00164136,0.00142446,0.00142446,0.00128501,0.00128501,
,,2.429,0.605,0.365,,202.6,,,,,,0.00325957,0.00122651,0.00122651,0.000763834,0.000763834,
,,2.428,0.605,0.365,,217.7,,,,,,0.00626344,0.00339272,0.00339272,0.00261598,0.00261598,
,,2.427,0.605,0.365,,232.8,,,,,,0.00599226,0.00516227,0.00516227,0.00310215,0.00310215,
,,2.423,0.607,0.365,,278,,,,,,0.00806368,0.00208703,0.00208703,0.00131359,0.00131359,
,,2.421,0.608,0.365,,293.1,,,,,,0.0127067,0.00157286,0.00157286,0.00187949,0.00187949,
,,2.419,0.61,0.365,,308.2,,,,,,0.0266494,0.00286354,0.00286354,0.00222449,0.00222449,
,,2.417,0.613,0.364,,323.3,,,,,,0.0305926,0.00210338,0.00210338,0.00223975,0.00223975,
,,2.417,0.618,0.364,,338.2,,,,,,0.0551426,0.00242953,0.00242953,0.00337308,0.00337308,
,,2.413,0.621,0.364,,352.8,,,,,,0.0987788,0.00391755,0.00391755,0.00960717,0.00960717,
,,2.404,0.895,0.364,,21.4,,,,,,0.0439811,0.00255162,0.00255162,0.00284238,0.00284238,
,,2.414,0.885,0.365,,36.4,,,,,,0.0209025,0.00173377,0.00173377,0.00156253,0.00156253,
,,2.417,0.878,0.365,,51.6,,,,,,0.0140892,0.00135426,0.00135426,0.00100599,0.00100599,
,,2.42,0.874,0.365,,66.8,,,,,,0.0080375,0.00125126,0.00125126,0.000607306,0.000607306,
,,2.425,0.871,0.365,,97,,,,,,0.00665512,0.00561307,0.00561307,0.00122955,0.00122955,
,,2.426,0.869,0.365,,127.2,,,,,,0.00787953,0.00287957,0.00287957,0.00132483,0.00132483,
,,2.429,0.869,0.365,,142.3,,,,,,0.0112339,0.00479248,0.00479248,0.00128603,0.00128603,
,,2.429,0.867,0.365,,157.4,,,,,,0.00118492,0.000598463,0.000598463,0.00142256,0.00142256,
,,2.428,0.868,0.366,,172.4,,,,,,0.00992912,0.007191,0.007191,0.00123265,0.00123265,
,,2.429,0.867,0.365,,202.6,,,,,,0.00766333,0.0032321,0.0032321,0.00426076,0.00426076,
,,2.429,0.869,0.365,,217.7,,,,,,0.0242844,0.0181178,0.0181178,0.00239897,0.00239897,
,,2.426,0.869,0.365,,232.8,,,,,,0.0147111,0.011024,0.011024,0.000857795,0.000857795,
,,2.427,0.869,0.365,,247.8,,,,,,0.0120303,0.00904883,0.00904883,0.000701484,0.000701484,
,,2.42,0.874,0.365,,293.2,,,,,,0.00543161,0.00118346,0.00118346,0.0018909,0.0018909,
,,2.417,0.878,0.365,,308.4,,,,,,0.011281,0.00144414,0.00144414,0.00116387,0.00116387,
,,2.414,0.885,0.365,,323.6,,,,,,0.0188441,0.00131983,0.00131983,0.00125996,0.00125996,
,,2.404,0.895,0.364,,338.6,,,,,,0.0420771,0.00189796,0.00189796,0.00385608,0.00385608,
,,2.39,1.413,0.365,,21.1,,,,,,0.0142536,0.000922408,0.000922408,0.000863374,0.000863374,
,,2.407,1.413,0.365,,36.2,,,,,,0.00602503,0.000665934,0.000665934,0.000467997,0.000467997,
,,2.414,1.409,0.365,,51.5,,,,,,0.0030421,0.00053274,0.00053274,0.000758834,0.000758834,
,,2.418,1.404,0.365,,66.7,,,,,,0.00716478,0.00324587,0.00324587,0.00159363,0.00159363,
,,2.419,1.399,0.364,,81.8,,,,,,0.00628135,0.004794,0.004794,0.00177633,0.00177633,
,,2.438,1.397,0.363,,127.5,,,,,,0.00844439,0.00611221,0.00611221,0.00100872,0.00100872,
,,2.425,1.392,0.367,,142.3,,,,,,0.00530382,0.00270217,0.00270217,0.000323633,0.000323633,
,,2.438,1.4,0.362,,201.8,,,,,,0.000881261,0.000495251,0.000495251,0.000251563,0.000251563,
,,2.425,1.392,0.367,,217.7,,,,,,0.0036361,0.00146671,0.00146671,0.000453874,0.000453874,
,,2.428,1.397,0.366,,247.8,,,,,,0.00314409,0.0010533,0.0010533,0.00062325,0.00062325,
,,2.419,1.399,0.364,,278.2,,,,,,0.00585016,0.00311858,0.00311858,0.000771769,0.000771769,
,,2.418,1.404,0.365,,293.3,,,,,,0.00268221,0.00176494,0.00176494,0.000309642,0.000309642,
,,2.414,1.409,0.365,,308.5,,,,,,0.00361935,0.000674555,0.000674555,0.000742755,0.000742755,
,,2.407,1.413,0.365,,323.8,,,,,,0.00624532,0.000657834,0.000657834,0.000576795,0.000576795,
,,2.39,1.413,0.365,,338.9,,,,,,0.013887,0.000833985,0.000833985,0.000948669,0.000948669,
,,2.998,0.171,0.358,,7.5,,,,,,0.105865,0.0287796,0.0287796,0.011777,0.011777,
,,2.998,0.171,0.358,,22.5,,,,,,0.101735,0.0533828,0.0533828,0.00718153,0.00718153,
,,2.999,0.171,0.358,,37.4,,,,,,0.027318,0.018282,0.018282,0.00713575,0.00713575,
,,2.999,0.171,0.358,,52.4,,,,,,0.0799349,0.0286612,0.0286612,0.00716052,0.00716052,
,,3,0.17,0.358,,67.4,,,,,,0.0554302,0.0485934,0.0485934,0.00323211,0.00323211,
,,3,0.17,0.358,,292.6,,,,,,0.054155,0.0292711,0.0292711,0.00364311,0.00364311,
,,2.999,0.171,0.358,,307.6,,,,,,0.664655,0.48699,0.48699,0.0389811,0.0389811,
,,2.998,0.171,0.358,,337.5,,,,,,0.12698,0.0364975,0.0364975,0.00850134,0.00850134,
,,3.049,0.206,0.363,,7.5,,,,,,0.106121,0.00967946,0.00967946,0.010568,0.010568,
,,3.049,0.206,0.363,,22.4,,,,,,0.0733631,0.00720645,0.00720645,0.00519507,0.00519507,
,,3.049,0.206,0.364,,37.3,,,,,,0.0637033,0.00570576,0.00570576,0.00447477,0.00447477,
,,3.05,0.205,0.364,,52.3,,,,,,0.0640428,0.00577026,0.00577026,0.00415908,0.00415908,
,,3.051,0.205,0.364,,67.3,,,,,,0.0575083,0.00561417,0.00561417,0.00373766,0.00373766,
,,3.052,0.204,0.364,,82.3,,,,,,0.0801076,0.0132274,0.0132274,0.0070708,0.0070708,
,,3.053,0.204,0.364,,97.3,,,,,,0.0447052,0.0120992,0.0120992,0.0103848,0.0103848,
,,3.053,0.204,0.364,,262.7,,,,,,0.0619388,0.012132,0.012132,0.00452868,0.00452868,
,,3.052,0.204,0.364,,277.7,,,,,,0.0550282,0.00706879,0.00706879,0.00358186,0.00358186,
,,3.05,0.205,0.364,,307.7,,,,,,0.067887,0.00692305,0.00692305,0.00502768,0.00502768,
,,3.049,0.206,0.364,,322.7,,,,,,0.0840841,0.00693612,0.00693612,0.00689708,0.00689708,
,,3.049,0.206,0.363,,337.6,,,,,,0.0936393,0.00674378,0.00674378,0.00741729,0.00741729,
,,3.049,0.206,0.363,,352.5,,,,,,0.110533,0.00954673,0.00954673,0.00875908,0.00875908,
,,3.059,0.265,0.364,,7.4,,,,,,0.116269,0.00744659,0.00744659,0.0075188,0.0075188,
,,3.057,0.265,0.364,,22.3,,,,,,0.111541,0.00758883,0.00758883,0.00679435,0.00679435,
,,3.055,0.264,0.364,,37.2,,,,,,0.0942425,0.00619224,0.00619224,0.00554701,0.00554701,
,,3.054,0.264,0.364,,52.2,,,,,,0.0656328,0.00445332,0.00445332,0.00392701,0.00392701,
,,3.053,0.263,0.364,,67.2,,,,,,0.0523187,0.00407309,0.00407309,0.00347767,0.00347767,
,,3.054,0.263,0.365,,82.2,,,,,,0.0410116,0.0036639,0.0036639,0.00302392,0.00302392,
,,3.054,0.263,0.365,,97.2,,,,,,0.0417018,0.00462455,0.00462455,0.00261763,0.00261763,
,,3.055,0.262,0.365,,112.3,,,,,,0.0300631,0.00368253,0.00368253,0.00197663,0.00197663,
,,3.057,0.262,0.365,,127.3,,,,,,0.0261877,0.00365851,0.00365851,0.00709624,0.00709624,
,,3.058,0.262,0.365,,217.6,,,,,,0.0260033,0.00720285,0.00720285,0.00185988,0.00185988,
,,3.057,0.262,0.365,,232.7,,,,,,0.0320963,0.00703853,0.00703853,0.00216666,0.00216666,
,,3.055,0.262,0.365,,247.7,,,,,,0.0395166,0.00488682,0.00488682,0.00317778,0.00317778,
,,3.054,0.263,0.365,,262.8,,,,,,0.0340699,0.00288371,0.00288371,0.00207707,0.00207707,
,,3.054,0.263,0.365,,277.8,,,,,,0.0587737,0.0054334,0.0054334,0.00393195,0.00393195,
,,3.053,0.263,0.364,,292.8,,,,,,0.0489163,0.00463827,0.00463827,0.00592083,0.00592083,
,,3.054,0.264,0.364,,307.8,,,,,,0.086787,0.00819075,0.00819075,0.00582031,0.00582031,
,,3.055,0.264,0.364,,322.8,,,,,,0.0796732,0.00482005,0.00482005,0.00509956,0.00509956,
,,3.057,0.265,0.364,,337.7,,,,,,0.107985,0.00576829,0.00576829,0.00876011,0.00876011,
,,3.059,0.265,0.364,,352.6,,,,,,0.154979,0.00958522,0.00958522,0.00927824,0.00927824,
,,3.038,0.343,0.364,,7.5,,,,,,0.120453,0.00624184,0.00624184,0.00904346,0.00904346,
,,3.057,0.344,0.364,,22.3,,,,,,0.114373,0.00697882,0.00697882,0.0102467,0.0102467,
,,3.057,0.343,0.364,,37.1,,,,,,0.0674475,0.00435413,0.00435413,0.00510624,0.00510624,
,,3.054,0.343,0.364,,52.1,,,,,,0.0584087,0.00387808,0.00387808,0.00354768,0.00354768,
,,3.053,0.342,0.365,,67.1,,,,,,0.0343086,0.00281346,0.00281346,0.00375382,0.00375382,
,,3.053,0.342,0.365,,82.1,,,,,,0.0350854,0.00436728,0.00436728,0.00240686,0.00240686,
,,3.053,0.341,0.365,,97.2,,,,,,0.0227343,0.00253549,0.00253549,0.00177303,0.00177303,
,,3.054,0.341,0.365,,112.2,,,,,,0.0204648,0.00206189,0.00206189,0.00169081,0.00169081,
,,3.056,0.341,0.365,,127.3,,,,,,0.0237987,0.00304317,0.00304317,0.00282809,0.00282809,
,,3.056,0.341,0.365,,142.4,,,,,,0.0184959,0.00357722,0.00357722,0.00402268,0.00402268,
,,3.057,0.341,0.365,,172.5,,,,,,0.0249029,0.00819492,0.00819492,0.00245047,0.00245047,
,,3.057,0.341,0.365,,187.5,,,,,,0.0124158,0.0039494,0.0039494,0.00195567,0.00195567,
,,3.057,0.341,0.365,,202.6,,,,,,0.0137934,0.00291853,0.00291853,0.000817577,0.000817577,
,,3.056,0.341,0.365,,217.6,,,,,,0.0175196,0.00291854,0.00291854,0.00221426,0.00221426,
,,3.056,0.341,0.365,,232.7,,,,,,0.0145577,0.00208457,0.00208457,0.00133047,0.00133047,
,,3.054,0.341,0.365,,247.8,,,,,,0.022971,0.00263702,0.00263702,0.00260077,0.00260077,
,,3.053,0.341,0.365,,262.8,,,,,,0.0263705,0.00280067,0.00280067,0.00186147,0.00186147,
,,3.053,0.342,0.365,,277.9,,,,,,0.0323379,0.00368661,0.00368661,0.00269199,0.00269199,
,,3.053,0.342,0.365,,292.9,,,,,,0.0381944,0.00377753,0.00377753,0.00308836,0.00308836,
,,3.054,0.343,0.364,,307.9,,,,,,0.0707127,0.00578457,0.00578457,0.0057939,0.0057939,
,,3.057,0.343,0.364,,322.9,,,,,,0.080929,0.00517944,0.00517944,0.00509233,0.00509233,
,,3.057,0.344,0.364,,337.7,,,,,,0.113653,0.00527865,0.00527865,0.00768466,0.00768466,
,,3.038,0.343,0.364,,352.5,,,,,,0.127271,0.005988,0.005988,0.00807925,0.00807925,
,,2.944,0.449,0.365,,7.6,,,,,,0.145127,0.00851969,0.00851969,0.00988009,0.00988009,
,,3.016,0.45,0.365,,22.5,,,,,,0.0986969,0.00568842,0.00568842,0.00658199,0.00658199,
,,3.057,0.451,0.364,,36.9,,,,,,0.06232,0.00333187,0.00333187,0.00391737,0.00391737,
,,3.052,0.45,0.364,,51.9,,,,,,0.0389686,0.00280179,0.00280179,0.00242796,0.00242796,
,,3.051,0.449,0.365,,67,,,,,,0.0231117,0.00177502,0.00177502,0.00231546,0.00231546,
,,3.051,0.448,0.365,,82.1,,,,,,0.0211991,0.00315522,0.00315522,0.0017868,0.0017868,
,,3.052,0.448,0.365,,97.1,,,,,,0.0133745,0.00201766,0.00201766,0.000938394,0.000938394,
,,3.053,0.448,0.365,,112.2,,,,,,0.0106228,0.00139369,0.00139369,0.000828893,0.000828893,
,,3.054,0.448,0.365,,127.3,,,,,,0.0103355,0.00167275,0.00167275,0.000881273,0.000881273,
,,3.055,0.447,0.365,,142.3,,,,,,0.0023938,0.000833451,0.000833451,0.000460831,0.000460831,
,,3.056,0.447,0.365,,157.4,,,,,,0.00623503,0.00206536,0.00206536,0.000714596,0.000714596,
,,3.056,0.447,0.365,,172.5,,,,,,0.00419259,0.00171777,0.00171777,0.000636363,0.000636363,
,,3.056,0.447,0.365,,187.5,,,,,,0.00477748,0.0018638,0.0018638,0.000801574,0.000801574,
,,3.056,0.447,0.365,,202.6,,,,,,0.0119143,0.00250646,0.00250646,0.000707497,0.000707497,
,,3.054,0.448,0.365,,232.7,,,,,,0.00883431,0.00165567,0.00165567,0.00234477,0.00234477,
,,3.053,0.448,0.365,,247.8,,,,,,0.0156558,0.0026493,0.0026493,0.00111338,0.00111338,
,,3.052,0.448,0.365,,262.9,,,,,,0.0124718,0.00174142,0.00174142,0.00105515,0.00105515,
,,3.051,0.448,0.365,,277.9,,,,,,0.0208523,0.0022665,0.0022665,0.00162656,0.00162656,
,,3.051,0.449,0.365,,293,,,,,,0.0274224,0.00254326,0.00254326,0.00290163,0.00290163,
,,3.052,0.45,0.364,,308.1,,,,,,0.0323432,0.00273373,0.00273373,0.00319303,0.00319303,
,,3.057,0.451,0.364,,323.1,,,,,,0.0662559,0.00351487,0.00351487,0.00452825,0.00452825,
,,3.016,0.45,0.365,,337.5,,,,,,0.100129,0.00458316,0.00458316,0.00643969,0.00643969,
,,2.944,0.449,0.365,,352.4,,,,,,0.147105,0.00727971,0.00727971,0.0131508,0.0131508,
,,2.94,0.608,0.365,,22.9,,,,,,0.0938459,0.00700368,0.00700368,0.00716351,0.00716351,
,,3.048,0.611,0.365,,36.7,,,,,,0.042386,0.00249234,0.00249234,0.00316707,0.00316707,
,,3.047,0.609,0.365,,51.8,,,,,,0.023828,0.00152165,0.00152165,0.00153905,0.00153905,
,,3.047,0.607,0.365,,66.9,,,,,,0.0143735,0.00130211,0.00130211,0.001005,0.001005,
,,3.048,0.606,0.365,,82,,,,,,0.00673325,0.000913912,0.000913912,0.000839102,0.000839102,
,,3.05,0.606,0.365,,97.1,,,,,,0.00675617,0.00151598,0.00151598,0.00126738,0.00126738,
,,3.052,0.605,0.365,,112.2,,,,,,0.00411172,0.000722915,0.000722915,0.000443135,0.000443135,
,,3.053,0.605,0.365,,127.3,,,,,,0.00758468,0.00197242,0.00197242,0.000692164,0.000692164,
,,3.054,0.605,0.365,,142.3,,,,,,0.00910889,0.00422856,0.00422856,0.00278994,0.00278994,
,,3.055,0.605,0.365,,157.4,,,,,,0.0182152,0.014079,0.014079,0.00210984,0.00210984,
,,3.056,0.605,0.365,,172.5,,,,,,0.00918136,0.00762723,0.00762723,0.000538665,0.000538665,
,,3.054,0.605,0.365,,217.7,,,,,,0.00323337,0.000808761,0.000808761,0.000502155,0.000502155,
,,3.053,0.605,0.365,,232.7,,,,,,0.00505999,0.00121576,0.00121576,0.00073761,0.00073761,
,,3.052,0.605,0.365,,247.8,,,,,,0.00636576,0.00109443,0.00109443,0.000921006,0.000921006,
,,3.05,0.606,0.365,,262.9,,,,,,0.00736078,0.0013257,0.0013257,0.000531423,0.000531423,
,,3.048,0.606,0.365,,278,,,,,,0.0106078,0.00127584,0.00127584,0.0010569,0.0010569,
,,3.047,0.607,0.365,,293.1,,,,,,0.0173218,0.00173887,0.00173887,0.00140085,0.00140085,
,,3.047,0.609,0.365,,308.2,,,,,,0.0232904,0.00185174,0.00185174,0.00144957,0.00144957,
,,3.048,0.611,0.365,,323.3,,,,,,0.0436764,0.00248214,0.00248214,0.00303604,0.00303604,
,,2.94,0.608,0.365,,337.1,,,,,,0.0740831,0.00411306,0.00411306,0.0102826,0.0102826,
,,3.036,0.877,0.365,,36.5,,,,,,0.0192726,0.00120418,0.00120418,0.00115677,0.00115677,
,,3.038,0.874,0.365,,51.7,,,,,,0.00960921,0.000704437,0.000704437,0.000741701,0.000741701,
,,3.041,0.872,0.365,,66.9,,,,,,0.00645169,0.000690726,0.000690726,0.000461128,0.000461128,
,,3.043,0.87,0.365,,82,,,,,,0.00454311,0.000967346,0.000967346,0.000773098,0.000773098,
,,3.048,0.869,0.365,,97.1,,,,,,0.00282071,0.000730601,0.000730601,0.000325195,0.000325195,
,,3.049,0.868,0.365,,112.2,,,,,,0.000786707,0.000422298,0.000422298,0.000198545,0.000198545,
,,3.052,0.868,0.365,,217.7,,,,,,0.00283723,0.00168393,0.00168393,0.000165741,0.000165741,
,,3.049,0.868,0.365,,247.8,,,,,,0.00122853,0.000706553,0.000706553,0.000331437,0.000331437,
,,3.048,0.869,0.365,,262.9,,,,,,0.00342529,0.000912834,0.000912834,1485.17,1485.17,
,,3.043,0.87,0.365,,278,,,,,,0.0038581,0.000664514,0.000664514,0.000353548,0.000353548,
,,3.041,0.872,0.365,,293.1,,,,,,0.00734117,0.000953312,0.000953312,0.000617877,0.000617877,
,,3.038,0.874,0.365,,308.3,,,,,,0.013116,0.00124981,0.00124981,0.00093193,0.00093193,
,,3.036,0.877,0.365,,323.5,,,,,,0.0175322,0.00108639,0.00108639,0.00154199,0.00154199,
,,2.979,1.441,0.365,,22.7,,,,,,0.00986164,0.00103621,0.00103621,0.00136191,0.00136191,
,,3.012,1.391,0.365,,36.4,,,,,,0.00527904,0.000534252,0.000534252,0.000341559,0.000341559,
,,3.025,1.398,0.365,,51.7,,,,,,0.00180206,0.000267898,0.000267898,0.000538879,0.000538879,
,,3.033,1.397,0.365,,66.8,,,,,,0.00137849,0.000415633,0.000415633,8.41E-05,8.41E-05,
,,3.04,1.396,0.365,,82,,,,,,0.00196742,0.000777341,0.000777341,0.000276577,0.000276577,
,,3.056,1.389,0.368,,172.7,,,,,,0.00135436,0.000704957,0.000704957,7.90E-05,7.90E-05,
,,3.04,1.396,0.365,,278,,,,,,0.00112794,0.000495619,0.000495619,0.000178333,0.000178333,
,,3.033,1.397,0.365,,293.2,,,,,,0.00100447,0.000947576,0.000947576,0.000389545,0.000389545,
,,3.025,1.398,0.365,,308.3,,,,,,0.00429981,0.000736872,0.000736872,0.000299799,0.000299799,
,,3.012,1.391,0.365,,323.6,,,,,,0.00428685,0.000409102,0.000409102,0.000412365,0.000412365,
,,2.979,1.441,0.365,,337.3,,,,,,0.0104246,0.000798024,0.000798024,0.00118548,0.00118548,
,,2.514,0.213,0.392,,7.5,,,,,,0.0856595,0.0195295,0.0195295,0.00507382,0.00507382,
,,2.515,0.213,0.392,,22.4,,,,,,0.0467172,0.0122763,0.0122763,0.0146409,0.0146409,
,,2.516,0.213,0.392,,37.4,,,,,,0.0609549,0.0152942,0.0152942,0.0077954,0.0077954,
,,2.517,0.213,0.392,,52.4,,,,,,0.0587652,0.0167617,0.0167617,0.012238,0.012238,
,,2.519,0.213,0.392,,82.4,,,,,,0.0307752,0.0157775,0.0157775,0.0234315,0.0234315,
,,2.518,0.213,0.392,,292.6,,,,,,0.0614514,0.0233816,0.0233816,0.00928743,0.00928743,
,,2.517,0.213,0.392,,307.6,,,,,,0.109071,0.0316779,0.0316779,0.00654119,0.00654119,
,,2.516,0.213,0.392,,322.6,,,,,,0.0479183,0.00842572,0.00842572,0.0100061,0.0100061,
,,2.515,0.213,0.392,,337.6,,,,,,0.0391242,0.00583606,0.00583606,0.00327204,0.00327204,
,,2.514,0.213,0.392,,352.5,,,,,,0.0481362,0.00972175,0.00972175,0.00288181,0.00288181,
,,2.548,0.266,0.398,,7.5,,,,,,0.0623799,0.00732366,0.00732366,0.00516047,0.00516047,
,,2.55,0.265,0.398,,37.3,,,,,,0.0188224,0.00223572,0.00223572,0.00248495,0.00248495,
,,2.552,0.264,0.399,,52.3,,,,,,0.0317148,0.00360778,0.00360778,0.0032796,0.0032796,
,,2.554,0.264,0.399,,67.3,,,,,,0.028729,0.00393038,0.00393038,0.00203019,0.00203019,
,,2.556,0.263,0.399,,82.3,,,,,,0.0160092,0.00300233,0.00300233,0.00217145,0.00217145,
,,2.559,0.263,0.399,,97.3,,,,,,0.0304759,0.0164191,0.0164191,0.00177704,0.00177704,
,,2.559,0.263,0.399,,262.7,,,,,,0.00890165,0.00346358,0.00346358,0.000998144,0.000998144,
,,2.556,0.263,0.399,,277.7,,,,,,0.0226011,0.00564443,0.00564443,0.0107213,0.0107213,
,,2.554,0.264,0.399,,292.7,,,,,,0.0280679,0.00502798,0.00502798,0.00198059,0.00198059,
,,2.552,0.264,0.399,,307.7,,,,,,0.0250837,0.00337464,0.00337464,0.00224261,0.00224261,
,,2.55,0.265,0.398,,322.7,,,,,,0.0368843,0.00366979,0.00366979,0.00313687,0.00313687,
,,2.549,0.265,0.398,,337.6,,,,,,0.049327,0.00456826,0.00456826,0.00309083,0.00309083,
,,2.548,0.266,0.398,,352.5,,,,,,0.039102,0.00337046,0.00337046,0.00267914,0.00267914,
,,2.549,0.345,0.398,,7.4,,,,,,0.0509549,0.00379351,0.00379351,0.0030669,0.0030669,
,,2.55,0.344,0.398,,22.3,,,,,,0.0438153,0.00394863,0.00394863,0.00308241,0.00308241,
,,2.552,0.344,0.399,,37.2,,,,,,0.0450622,0.0043856,0.0043856,0.00276186,0.00276186,
