bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,D4_sigma (nb/Gev^4),D4_sigma_stat_plus,D4_sigma_stat_minus,D4_sigma_sys_plus,D4_sigma_sys_minus,link
,,2.416,0.34,0.275,,157.4,,,,,,0.0279989,0.00468409,0.00468409,0.00270203,0.00270203,
,,2.417,0.34,0.275,,172.5,,,,,,0.0192126,0.00439204,0.00439204,0.00454958,0.00454958,
,,2.417,0.34,0.275,,187.5,,,,,,0.0386124,0.00911746,0.00911746,0.00304953,0.00304953,
,,2.416,0.34,0.275,,202.6,,,,,,0.0368934,0.0061486,0.0061486,0.00474938,0.00474938,
,,2.416,0.341,0.275,,217.7,,,,,,0.0399678,0.0046943,0.0046943,0.00324896,0.00324896,
,,2.415,0.341,0.275,,232.7,,,,,,0.042088,0.00512756,0.00512756,0.00422617,0.00422617,
,,2.414,0.341,0.275,,247.8,,,,,,0.0473841,0.00475487,0.00475487,0.00394424,0.00394424,
,,2.413,0.341,0.275,,262.9,,,,,,0.0697528,0.005858,0.005858,0.00451446,0.00451446,
,,2.412,0.341,0.275,,278,,,,,,0.0812638,0.00532919,0.00532919,0.00555097,0.00555097,
,,2.411,0.341,0.275,,293,,,,,,0.147617,0.00873251,0.00873251,0.010958,0.010958,
,,2.412,0.342,0.275,,308.2,,,,,,0.196778,0.009683,0.009683,0.0148554,0.0148554,
,,2.376,0.342,0.275,,322.3,,,,,,0.313372,0.0139599,0.0139599,0.0327105,0.0327105,
,,2.368,0.45,0.275,,37.6,,,,,,0.204061,0.00920706,0.00920706,0.0121345,0.0121345,
,,2.408,0.448,0.275,,51.8,,,,,,0.104549,0.00452057,0.00452057,0.00646868,0.00646868,
,,2.409,0.448,0.275,,66.9,,,,,,0.0720673,0.00457066,0.00457066,0.00560867,0.00560867,
,,2.41,0.448,0.275,,82,,,,,,0.0631828,0.00577125,0.00577125,0.00453461,0.00453461,
,,2.411,0.447,0.275,,97.1,,,,,,0.046294,0.00453249,0.00453249,0.00293754,0.00293754,
,,2.413,0.447,0.275,,112.2,,,,,,0.0311386,0.0032255,0.0032255,0.00218949,0.00218949,
,,2.414,0.447,0.275,,127.3,,,,,,0.0219457,0.00317051,0.00317051,0.001945,0.001945,
,,2.415,0.447,0.275,,142.3,,,,,,0.0066821,0.00161529,0.00161529,0.00156127,0.00156127,
,,2.416,0.447,0.275,,157.4,,,,,,0.0107355,0.00219068,0.00219068,0.00138786,0.00138786,
,,2.416,0.447,0.275,,172.5,,,,,,0.0164415,0.00551138,0.00551138,0.00130587,0.00130587,
,,2.416,0.447,0.275,,187.5,,,,,,0.0121001,0.00303723,0.00303723,0.00562889,0.00562889,
,,2.416,0.447,0.275,,202.6,,,,,,0.0304667,0.00805694,0.00805694,0.00236585,0.00236585,
,,2.415,0.447,0.275,,217.7,,,,,,0.0204458,0.00317271,0.00317271,0.00210455,0.00210455,
,,2.414,0.447,0.275,,232.7,,,,,,0.0229968,0.00303235,0.00303235,0.00259283,0.00259283,
,,2.413,0.447,0.275,,247.8,,,,,,0.0252564,0.00332642,0.00332642,0.00264397,0.00264397,
,,2.411,0.447,0.275,,262.9,,,,,,0.0321363,0.00282759,0.00282759,0.0026588,0.0026588,
,,2.41,0.448,0.275,,278,,,,,,0.0613315,0.00439224,0.00439224,0.0037138,0.0037138,
,,2.409,0.448,0.275,,293.1,,,,,,0.0857139,0.00527387,0.00527387,0.00565912,0.00565912,
,,2.408,0.448,0.275,,308.2,,,,,,0.106604,0.00554915,0.00554915,0.00666599,0.00666599,
,,2.368,0.45,0.275,,322.4,,,,,,0.230531,0.0118284,0.0118284,0.054396,0.054396,
,,2.383,0.609,0.275,,37,,,,,,0.117244,0.00586261,0.00586261,0.00722382,0.00722382,
,,2.403,0.606,0.275,,51.7,,,,,,0.0649193,0.00336502,0.00336502,0.00393297,0.00393297,
,,2.405,0.606,0.275,,66.9,,,,,,0.04108,0.00323748,0.00323748,0.00279918,0.00279918,
,,2.408,0.605,0.275,,82,,,,,,0.0254125,0.00272221,0.00272221,0.00239118,0.00239118,
,,2.41,0.605,0.275,,97.1,,,,,,0.0233915,0.00279742,0.00279742,0.00203316,0.00203316,
,,2.412,0.605,0.275,,112.2,,,,,,0.0145156,0.00196731,0.00196731,0.00090867,0.00090867,
,,2.413,0.605,0.275,,127.2,,,,,,0.00748235,0.00142077,0.00142077,0.00161301,0.00161301,
,,2.414,0.605,0.275,,142.3,,,,,,0.00729963,0.00325271,0.00325271,0.000815791,0.000815791,
,,2.416,0.604,0.275,,172.5,,,,,,0.00149117,0.00119707,0.00119707,8.00000695,8.00000695,
,,2.414,0.605,0.275,,217.7,,,,,,0.0156235,0.00333215,0.00333215,0.00231486,0.00231486,
,,2.413,0.605,0.275,,232.8,,,,,,0.0125076,0.00277774,0.00277774,0.000869002,0.000869002,
,,2.412,0.605,0.275,,247.8,,,,,,0.00972482,0.00162417,0.00162417,0.00196119,0.00196119,
,,2.41,0.605,0.275,,262.9,,,,,,0.0212666,0.0025906,0.0025906,0.0014522,0.0014522,
,,2.408,0.605,0.275,,278,,,,,,0.0235611,0.00201067,0.00201067,0.00177433,0.00177433,
,,2.405,0.606,0.275,,293.1,,,,,,0.0342479,0.00251146,0.00251146,0.00237583,0.00237583,
,,2.403,0.606,0.275,,308.3,,,,,,0.0627761,0.00393169,0.00393169,0.00477418,0.00477418,
,,2.383,0.609,0.275,,323,,,,,,0.111347,0.00634376,0.00634376,0.391895,0.391895,
,,2.389,0.866,0.275,,36.5,,,,,,0.0368897,0.00204659,0.00204659,0.00224701,0.00224701,
,,2.396,0.868,0.275,,51.7,,,,,,0.0233768,0.00157318,0.00157318,0.00177077,0.00177077,
,,2.401,0.868,0.275,,66.8,,,,,,0.0120655,0.00105885,0.00105885,0.000894594,0.000894594,
,,2.406,0.868,0.275,,82,,,,,,0.00819907,0.00103316,0.00103316,0.00103904,0.00103904,
,,2.409,0.868,0.275,,97.1,,,,,,0.00757153,0.00139707,0.00139707,0.000830758,0.000830758,
,,2.411,0.867,0.275,,112.2,,,,,,0.00462135,0.000902572,0.000902572,0.000741394,0.000741394,
,,2.413,0.867,0.275,,127.3,,,,,,0.00699516,0.00357997,0.00357997,0.000407885,0.000407885,
,,2.413,0.867,0.275,,232.7,,,,,,0.00291,0.00239408,0.00239408,0.00111264,0.00111264,
,,2.411,0.867,0.275,,247.8,,,,,,0.00270316,0.000731276,0.000731276,0.000706222,0.000706222,
,,2.406,0.868,0.275,,278,,,,,,0.00995433,0.00106305,0.00106305,0.000716322,0.000716322,
,,2.401,0.868,0.275,,293.2,,,,,,0.0144442,0.0012326,0.0012326,0.0012248,0.0012248,
,,2.396,0.868,0.275,,308.3,,,,,,0.0218147,0.00175259,0.00175259,0.00162024,0.00162024,
,,2.389,0.866,0.275,,323.5,,,,,,0.0368984,0.00200512,0.00200512,0.00509078,0.00509078,
,,2.371,1.431,0.275,,7.6,,,,,,0.0155838,0.00122291,0.00122291,0.00117742,0.00117742,
,,2.366,1.365,0.275,,21.7,,,,,,0.0135596,0.000984278,0.000984278,0.00083813,0.00083813,
,,2.379,1.379,0.275,,36.6,,,,,,0.00523643,0.000461999,0.000461999,0.000370791,0.000370791,
,,2.39,1.386,0.275,,51.7,,,,,,0.00480659,0.000462492,0.000462492,0.000472894,0.000472894,
,,2.397,1.388,0.275,,66.9,,,,,,0.00342402,0.000483603,0.000483603,0.000319456,0.000319456,
,,2.403,1.389,0.276,,82,,,,,,0.00323385,0.000818993,0.000818993,0.0003245,0.0003245,
,,2.409,1.389,0.276,,97.1,,,,,,0.0014152,0.000980546,0.000980546,8.25E-05,8.25E-05,
,,2.413,1.386,0.276,,187.7,,,,,,0.000381365,0.000339456,0.000339456,2.22E-05,2.22E-05,
,,2.416,1.386,0.274,,217.6,,,,,,0.00454483,0.00347864,0.00347864,0.000265007,0.000265007,
,,2.409,1.389,0.276,,262.9,,,,,,0.0030897,0.00267141,0.00267141,0.000266807,0.000266807,
,,2.403,1.389,0.276,,278,,,,,,0.00347456,0.000937081,0.000937081,0.000366724,0.000366724,
,,2.397,1.388,0.275,,293.1,,,,,,0.00342622,0.000552555,0.000552555,0.000286356,0.000286356,
,,2.39,1.386,0.275,,308.3,,,,,,0.00422921,0.000586762,0.000586762,0.000592498,0.000592498,
,,2.379,1.379,0.275,,323.4,,,,,,0.00731777,0.000638668,0.000638668,0.000530975,0.000530975,
,,2.366,1.365,0.275,,338.3,,,,,,0.0105899,0.000651673,0.000651673,0.00106946,0.00106946,
,,2.371,1.431,0.275,,352.4,,,,,,0.0177189,0.0011645,0.0011645,0.00615318,0.00615318,
,,2.143,0.118,0.301,,7.5,,,,,,0.0671461,0.0114501,0.0114501,0.019342,0.019342,
,,2.143,0.118,0.301,,22.4,,,,,,0.14948,0.0235329,0.0235329,0.0276929,0.0276929,
,,2.144,0.118,0.301,,37.4,,,,,,0.10614,0.0139559,0.0139559,0.0066702,0.0066702,
,,2.145,0.118,0.301,,52.4,,,,,,0.150504,0.0248152,0.0248152,0.0100485,0.0100485,
,,2.145,0.118,0.301,,67.4,,,,,,0.0859682,0.0146691,0.0146691,0.0132222,0.0132222,
,,2.146,0.118,0.301,,82.3,,,,,,0.0545097,0.0294187,0.0294187,0.00317843,0.00317843,
,,2.145,0.118,0.301,,307.6,,,,,,0.102723,0.0155938,0.0155938,0.0627366,0.0627366,
,,2.144,0.118,0.301,,322.6,,,,,,0.129211,0.016974,0.016974,0.0144728,0.0144728,
,,2.143,0.118,0.301,,337.6,,,,,,0.180427,0.0205718,0.0205718,0.0349981,0.0349981,
,,2.159,0.156,0.304,,7.5,,,,,,0.253885,0.0183118,0.0183118,0.0171568,0.0171568,
,,2.16,0.155,0.304,,22.4,,,,,,0.192624,0.0132166,0.0132166,0.0147823,0.0147823,
,,2.16,0.155,0.304,,37.3,,,,,,0.211939,0.0145423,0.0145423,0.0155675,0.0155675,
,,2.161,0.155,0.304,,52.3,,,,,,0.135756,0.00886633,0.00886633,0.00927429,0.00927429,
,,2.162,0.154,0.304,,67.2,,,,,,0.0959401,0.00709295,0.00709295,0.00795188,0.00795188,
,,2.164,0.154,0.304,,82.2,,,,,,0.0747864,0.0082939,0.0082939,0.00782848,0.00782848,
,,2.165,0.154,0.304,,97.3,,,,,,0.0673436,0.0123114,0.0123114,0.0103452,0.0103452,
,,2.166,0.153,0.304,,112.3,,,,,,0.0775819,0.0160827,0.0160827,0.0050815,0.0050815,
,,2.167,0.153,0.305,,127.3,,,,,,0.0600209,0.015476,0.015476,0.00349979,0.00349979,
,,2.166,0.153,0.304,,247.7,,,,,,0.0770722,0.0150158,0.0150158,0.00483836,0.00483836,
,,2.165,0.154,0.304,,262.7,,,,,,0.0486484,0.00673471,0.00673471,0.007677,0.007677,
,,2.164,0.154,0.304,,277.8,,,,,,0.0759243,0.00855204,0.00855204,0.00636659,0.00636659,
,,2.162,0.154,0.304,,292.8,,,,,,0.110668,0.0112467,0.0112467,0.00803115,0.00803115,
,,2.161,0.155,0.304,,307.7,,,,,,0.149421,0.0107984,0.0107984,0.012031,0.012031,
,,2.16,0.155,0.304,,322.7,,,,,,0.256522,0.0166754,0.0166754,0.0157527,0.0157527,
,,2.16,0.155,0.304,,337.6,,,,,,0.210197,0.0117513,0.0117513,0.0139216,0.0139216,
,,2.159,0.156,0.304,,352.5,,,,,,0.243103,0.0158237,0.0158237,0.0151316,0.0151316,
,,2.161,0.205,0.304,,7.4,,,,,,0.31394,0.0187762,0.0187762,0.0274799,0.0274799,
,,2.162,0.205,0.304,,22.3,,,,,,0.251665,0.0160065,0.0160065,0.015575,0.015575,
,,2.162,0.205,0.304,,37.2,,,,,,0.21533,0.0131697,0.0131697,0.0130176,0.0130176,
,,2.163,0.204,0.304,,52.2,,,,,,0.147167,0.00956115,0.00956115,0.00921948,0.00921948,
,,2.164,0.204,0.304,,67.2,,,,,,0.124328,0.0104869,0.0104869,0.00801716,0.00801716,
,,2.165,0.204,0.304,,82.2,,,,,,0.102611,0.0117055,0.0117055,0.00831532,0.00831532,
,,2.166,0.204,0.304,,97.2,,,,,,0.0424981,0.00564556,0.00564556,0.00450689,0.00450689,
,,2.167,0.203,0.305,,112.2,,,,,,0.0419671,0.00787984,0.00787984,0.00383127,0.00383127,
,,2.168,0.203,0.305,,127.3,,,,,,0.0584326,0.0111014,0.0111014,0.00417111,0.00417111,
,,2.169,0.203,0.305,,142.3,,,,,,0.0368848,0.010866,0.010866,0.00991215,0.00991215,
,,2.169,0.203,0.305,,157.4,,,,,,0.114345,0.0653666,0.0653666,0.0176684,0.0176684,
,,2.169,0.203,0.305,,217.7,,,,,,0.00976522,0.00538566,0.00538566,0.00444597,0.00444597,
,,2.168,0.203,0.305,,232.7,,,,,,0.037736,0.00762742,0.00762742,0.00420458,0.00420458,
,,2.167,0.203,0.305,,247.8,,,,,,0.079854,0.0144979,0.0144979,0.0177899,0.0177899,
,,2.166,0.204,0.304,,262.8,,,,,,0.0784411,0.0088472,0.0088472,0.00486447,0.00486447,
,,2.165,0.204,0.304,,277.8,,,,,,0.0897911,0.00907859,0.00907859,0.00799457,0.00799457,
,,2.164,0.204,0.304,,292.8,,,,,,0.146179,0.0147774,0.0147774,0.031277,0.031277,
,,2.163,0.204,0.304,,307.8,,,,,,0.196171,0.0168853,0.0168853,0.0140141,0.0140141,
,,2.162,0.205,0.304,,322.8,,,,,,0.241501,0.0143259,0.0143259,0.0143653,0.0143653,
,,2.162,0.205,0.304,,337.7,,,,,,0.24975,0.0130763,0.0130763,0.0149394,0.0149394,
,,2.161,0.205,0.304,,352.6,,,,,,0.301013,0.0150982,0.0150982,0.0185261,0.0185261,
,,2.162,0.265,0.304,,7.4,,,,,,0.265964,0.0129528,0.0129528,0.0175121,0.0175121,
,,2.162,0.264,0.304,,22.2,,,,,,0.263367,0.0140544,0.0140544,0.0169759,0.0169759,
,,2.162,0.264,0.304,,37.1,,,,,,0.191951,0.0101664,0.0101664,0.0117064,0.0117064,
,,2.163,0.263,0.304,,52.1,,,,,,0.119121,0.00746407,0.00746407,0.00763529,0.00763529,
,,2.164,0.263,0.304,,67.1,,,,,,0.0905939,0.00706054,0.00706054,0.00720375,0.00720375,
,,2.165,0.263,0.304,,82.1,,,,,,0.0518193,0.00566437,0.00566437,0.00553796,0.00553796,
,,2.166,0.262,0.305,,97.2,,,,,,0.0265439,0.0036308,0.0036308,0.00387624,0.00387624,
,,2.167,0.262,0.305,,112.2,,,,,,0.0406202,0.00828433,0.00828433,0.00571628,0.00571628,
,,2.168,0.262,0.305,,127.3,,,,,,0.0191644,0.00488943,0.00488943,0.00119869,0.00119869,
,,2.169,0.262,0.305,,142.3,,,,,,0.00769631,0.00622819,0.00622819,0.0128213,0.0128213,
,,2.169,0.262,0.305,,217.7,,,,,,0.0295067,0.014532,0.014532,0.00385821,0.00385821,
,,2.168,0.262,0.305,,232.7,,,,,,0.0340281,0.0104742,0.0104742,0.00664533,0.00664533,
,,2.167,0.262,0.305,,247.8,,,,,,0.0213992,0.00521494,0.00521494,0.00195336,0.00195336,
,,2.166,0.262,0.305,,262.8,,,,,,0.0571371,0.00627278,0.00627278,0.00709677,0.00709677,
,,2.165,0.263,0.304,,277.9,,,,,,0.0710573,0.00602355,0.00602355,0.00484373,0.00484373,
,,2.164,0.263,0.304,,292.9,,,,,,0.12601,0.0117181,0.0117181,0.0103497,0.0103497,
,,2.163,0.263,0.304,,307.9,,,,,,0.144158,0.0104503,0.0104503,0.0117227,0.0117227,
,,2.162,0.264,0.304,,322.9,,,,,,0.161733,0.00802413,0.00802413,0.0116732,0.0116732,
,,2.162,0.264,0.304,,337.8,,,,,,0.235973,0.0101834,0.0101834,0.0155163,0.0155163,
,,2.162,0.265,0.304,,352.6,,,,,,0.255358,0.0105943,0.0105943,0.0153097,0.0153097,
,,2.163,0.345,0.304,,7.3,,,,,,0.26221,0.0104619,0.0104619,0.0155465,0.0155465,
,,2.162,0.344,0.304,,22,,,,,,0.256196,0.0119671,0.0119671,0.021024,0.021024,
,,2.162,0.343,0.304,,37,,,,,,0.139462,0.00734924,0.00734924,0.00832223,0.00832223,
,,2.163,0.342,0.304,,52,,,,,,0.103917,0.00618349,0.00618349,0.00615851,0.00615851,
,,2.164,0.342,0.304,,67,,,,,,0.0635693,0.0052108,0.0052108,0.00628156,0.00628156,
,,2.165,0.341,0.305,,82.1,,,,,,0.0386427,0.00496391,0.00496391,0.00268783,0.00268783,
,,2.166,0.341,0.305,,97.1,,,,,,0.0262876,0.00446493,0.00446493,0.00379919,0.00379919,
,,2.167,0.341,0.305,,112.2,,,,,,0.030261,0.00983593,0.00983593,0.0017645,0.0017645,
,,2.167,0.341,0.305,,247.8,,,,,,0.0255672,0.00854505,0.00854505,0.00289129,0.00289129,
,,2.166,0.341,0.305,,262.9,,,,,,0.041334,0.00573042,0.00573042,0.00316963,0.00316963,
,,2.165,0.341,0.305,,277.9,,,,,,0.0387954,0.00370767,0.00370767,0.00290197,0.00290197,
,,2.164,0.342,0.304,,293,,,,,,0.0759731,0.00635886,0.00635886,0.00564727,0.00564727,
,,2.163,0.342,0.304,,308,,,,,,0.106939,0.00761249,0.00761249,0.00928632,0.00928632,
,,2.162,0.343,0.304,,323,,,,,,0.156365,0.00812673,0.00812673,0.0100963,0.0100963,
,,2.162,0.344,0.304,,338,,,,,,0.203659,0.00736439,0.00736439,0.0123961,0.0123961,
,,2.163,0.345,0.304,,352.7,,,,,,0.274478,0.00958748,0.00958748,0.0167368,0.0167368,
,,2.143,0.451,0.305,,7.5,,,,,,0.284518,0.0131661,0.0131661,0.0168819,0.0168819,
,,2.162,0.453,0.304,,21.8,,,,,,0.187258,0.00841061,0.00841061,0.0110356,0.0110356,
,,2.162,0.451,0.304,,36.8,,,,,,0.0997812,0.00506166,0.00506166,0.00623414,0.00623414,
,,2.162,0.45,0.304,,51.8,,,,,,0.072278,0.00435285,0.00435285,0.00504098,0.00504098,
,,2.163,0.449,0.305,,66.9,,,,,,0.0529041,0.00448471,0.00448471,0.00393612,0.00393612,
,,2.165,0.448,0.305,,82,,,,,,0.0370748,0.00511535,0.00511535,0.00347447,0.00347447,
,,2.166,0.448,0.305,,97.1,,,,,,0.0134277,0.00301237,0.00301237,0.0079597,0.0079597,
,,2.167,0.448,0.305,,112.2,,,,,,0.0456271,0.0265911,0.0265911,0.00266049,0.00266049,
,,2.169,0.447,0.305,,157.4,,,,,,0.0178284,0.00916496,0.00916496,0.00114086,0.00114086,
,,2.169,0.447,0.305,,172.5,,,,,,0.0146453,0.00509424,0.00509424,0.00236189,0.00236189,
,,2.167,0.448,0.305,,247.8,,,,,,0.00628206,0.00533896,0.00533896,0.00402031,0.00402031,
,,2.165,0.448,0.305,,278,,,,,,0.0439601,0.00449395,0.00449395,0.00346668,0.00346668,
,,2.163,0.449,0.305,,293.1,,,,,,0.0468169,0.00415449,0.00415449,0.00486647,0.00486647,
,,2.162,0.45,0.304,,308.2,,,,,,0.0816141,0.00630935,0.00630935,0.00767998,0.00767998,
,,2.162,0.451,0.304,,323.2,,,,,,0.113078,0.00546916,0.00546916,0.00836733,0.00836733,
,,2.162,0.453,0.304,,338.2,,,,,,0.191682,0.00694514,0.00694514,0.0122379,0.0122379,
,,2.143,0.451,0.305,,352.5,,,,,,0.271013,0.0108676,0.0108676,0.0226145,0.0226145,
,,2.144,0.611,0.305,,22,,,,,,0.137746,0.00716044,0.00716044,0.00808341,0.00808341,
,,2.16,0.611,0.304,,36.5,,,,,,0.0744455,0.00394888,0.00394888,0.00452388,0.00452388,
,,2.161,0.609,0.305,,51.7,,,,,,0.0407132,0.00262775,0.00262775,0.00260396,0.00260396,
,,2.163,0.607,0.305,,66.8,,,,,,0.0245706,0.00222766,0.00222766,0.00144335,0.00144335,
,,2.165,0.606,0.305,,81.9,,,,,,0.0172797,0.00271255,0.00271255,0.00333019,0.00333019,
,,2.166,0.606,0.305,,97,,,,,,0.00706893,0.00523384,0.00523384,0.0024001,0.0024001,
,,2.168,0.605,0.305,,127.2,,,,,,0.010729,0.00734036,0.00734036,0.00225735,0.00225735,
,,2.169,0.605,0.305,,142.3,,,,,,0.0140664,0.00810393,0.00810393,0.00342054,0.00342054,
,,2.17,0.605,0.305,,172.5,,,,,,0.0214555,0.00740312,0.00740312,0.00280844,0.00280844,
,,2.17,0.605,0.305,,187.5,,,,,,0.0121647,0.00501081,0.00501081,0.0137574,0.0137574,
,,2.169,0.605,0.305,,202.6,,,,,,0.0446618,0.0340927,0.0340927,0.00821232,0.00821232,
,,2.169,0.605,0.305,,217.7,,,,,,0.0149978,0.0134933,0.0134933,0.000874513,0.000874513,
,,2.166,0.606,0.305,,263,,,,,,0.0264218,0.00878158,0.00878158,0.00209634,0.00209634,
,,2.165,0.606,0.305,,278.1,,,,,,0.0154497,0.00186314,0.00186314,0.00104065,0.00104065,
,,2.163,0.607,0.305,,293.2,,,,,,0.0209267,0.00216312,0.00216312,0.00203213,0.00203213,
,,2.161,0.609,0.305,,308.3,,,,,,0.0355835,0.00298068,0.00298068,0.00284316,0.00284316,
,,2.16,0.611,0.304,,323.5,,,,,,0.0705849,0.00387286,0.00387286,0.00442203,0.00442203,
,,2.144,0.611,0.305,,338,,,,,,0.132711,0.00541421,0.00541421,0.0246921,0.0246921,
,,2.127,0.883,0.305,,23.1,,,,,,0.0879631,0.00598476,0.00598476,0.00519478,0.00519478,
,,2.156,0.877,0.305,,36.3,,,,,,0.032258,0.00199482,0.00199482,0.00197967,0.00197967,
,,2.159,0.874,0.305,,51.6,,,,,,0.0161861,0.00127244,0.00127244,0.00127842,0.00127842,
,,2.162,0.872,0.305,,66.8,,,,,,0.0105793,0.00113701,0.00113701,0.000868291,0.000868291,
,,2.164,0.87,0.305,,81.9,,,,,,0.00350995,0.000809539,0.000809539,0.000573992,0.000573992,
,,2.169,0.868,0.305,,127.2,,,,,,0.00623294,0.00494496,0.00494496,0.00174137,0.00174137,
,,2.169,0.868,0.305,,142.3,,,,,,0.0101894,0.0046563,0.0046563,0.00119711,0.00119711,
,,2.168,0.867,0.305,,157.3,,,,,,0.0119542,0.0052336,0.0052336,0.00353913,0.00353913,
,,2.169,0.867,0.305,,172.5,,,,,,0.00575001,0.00153853,0.00153853,0.000784896,0.000784896,
,,2.169,0.868,0.305,,217.7,,,,,,0.0242656,0.0183088,0.0183088,0.00324438,0.00324438,
,,2.169,0.868,0.305,,232.8,,,,,,0.00703858,0.00593974,0.00593974,0.000410416,0.000410416,
,,2.164,0.87,0.305,,278.1,,,,,,0.00821564,0.00186123,0.00186123,0.00095355,0.00095355,
,,2.162,0.872,0.305,,293.2,,,,,,0.0114975,0.00158671,0.00158671,0.0014973,0.0014973,
,,2.159,0.874,0.305,,308.4,,,,,,0.0284424,0.00303126,0.00303126,0.00251619,0.00251619,
,,2.156,0.877,0.305,,323.7,,,,,,0.0365636,0.00224086,0.00224086,0.00323675,0.00323675,
,,2.127,0.883,0.305,,336.9,,,,,,0.098767,0.00561839,0.00561839,0.00577363,0.00577363,
,,2.126,1.591,0.305,,7.8,,,,,,0.0258765,0.00216947,0.00216947,0.0018296,0.0018296,
,,2.141,1.386,0.305,,21.3,,,,,,0.0171634,0.00115115,0.00115115,0.00106174,0.00106174,
,,2.151,1.396,0.305,,36.3,,,,,,0.00997902,0.00102465,0.00102465,0.000698151,0.000698151,
,,2.157,1.398,0.305,,51.5,,,,,,0.00479487,0.000593027,0.000593027,0.000594981,0.000594981,
,,2.161,1.396,0.305,,66.7,,,,,,0.00354422,0.000783919,0.000783919,0.000206662,0.000206662,
,,2.163,1.391,0.304,,96.9,,,,,,0.00330855,0.00186964,0.00186964,0.000551278,0.000551278,
,,2.171,1.388,0.306,,142.2,,,,,,0.00187779,0.00109402,0.00109402,0.000533337,0.000533337,
,,2.168,1.389,0.302,,157.7,,,,,,0.00495806,0.00354795,0.00354795,0.000446459,0.000446459,
,,2.171,1.386,0.307,,172.3,,,,,,0.00435631,0.00217146,0.00217146,0.000315215,0.000315215,
,,2.168,1.389,0.302,,202.3,,,,,,0.00201414,0.000743235,0.000743235,0.00101627,0.00101627,
,,2.166,1.39,0.303,,247.9,,,,,,0.0120896,0.00890302,0.00890302,0.00126252,0.00126252,
,,2.163,1.391,0.304,,263.1,,,,,,0.00306872,0.00121709,0.00121709,0.000178935,0.000178935,
,,2.161,1.396,0.305,,293.3,,,,,,0.00159696,0.000526477,0.000526477,0.000176069,0.000176069,
,,2.157,1.398,0.305,,308.5,,,,,,0.00497981,0.000842551,0.000842551,0.000712438,0.000712438,
,,2.151,1.396,0.305,,323.7,,,,,,0.00864888,0.000896893,0.000896893,0.000557563,0.000557563,
,,2.141,1.386,0.305,,338.7,,,,,,0.0178676,0.00102151,0.00102151,0.00173727,0.00173727,
,,2.126,1.591,0.305,,352.2,,,,,,0.0262603,0.0019512,0.0019512,0.00726022,0.00726022,
,,2.625,0.119,0.3,,7.5,,,,,,0.282496,0.0519423,0.0519423,0.131255,0.131255,
,,2.625,0.119,0.301,,22.4,,,,,,0.184852,0.0277226,0.0277226,0.012485,0.012485,
,,2.625,0.119,0.301,,37.4,,,,,,0.108036,0.0141716,0.0141716,0.007502,0.007502,
,,2.626,0.119,0.301,,52.4,,,,,,0.064381,0.0115665,0.0115665,0.00839306,0.00839306,
,,2.627,0.118,0.301,,67.4,,,,,,0.0991424,0.0260001,0.0260001,0.00640161,0.00640161,
,,2.628,0.118,0.301,,82.4,,,,,,0.0583323,0.0260956,0.0260956,0.00340133,0.00340133,
,,2.628,0.118,0.301,,277.6,,,,,,0.0151282,0.0126629,0.0126629,0.0152994,0.0152994,
,,2.626,0.119,0.301,,307.6,,,,,,0.0675803,0.0148488,0.0148488,0.00660235,0.00660235,
,,2.625,0.119,0.301,,322.6,,,,,,0.0730761,0.0105164,0.0105164,0.22449,0.22449,
,,2.625,0.119,0.301,,337.6,,,,,,0.103901,0.01331,0.01331,0.00840493,0.00840493,
,,2.625,0.119,0.3,,352.5,,,,,,0.207949,0.0284067,0.0284067,0.0589619,0.0589619,
,,2.651,0.156,0.304,,7.4,,,,,,0.257949,0.0152348,0.0152348,0.0159488,0.0159488,
,,2.653,0.156,0.304,,22.4,,,,,,0.258129,0.0152107,0.0152107,0.0153897,0.0153897,
,,2.653,0.155,0.304,,37.3,,,,,,0.204698,0.00997324,0.00997324,0.0125101,0.0125101,
,,2.652,0.155,0.304,,52.3,,,,,,0.173846,0.00972251,0.00972251,0.0108545,0.0108545,
,,2.652,0.154,0.304,,67.2,,,,,,0.154235,0.0120157,0.0120157,0.00979402,0.00979402,
,,2.653,0.154,0.304,,82.3,,,,,,0.165617,0.0194014,0.0194014,0.0120118,0.0120118,
,,2.654,0.154,0.304,,97.3,,,,,,0.154257,0.0211428,0.0211428,0.020109,0.020109,
,,2.655,0.153,0.304,,112.3,,,,,,0.0979958,0.0140745,0.0140745,0.00703386,0.00703386,
,,2.656,0.153,0.305,,127.3,,,,,,0.0750916,0.0144036,0.0144036,0.00968487,0.00968487,
,,2.658,0.153,0.305,,142.4,,,,,,0.140875,0.040552,0.040552,0.0132438,0.0132438,
,,2.658,0.153,0.305,,217.6,,,,,,0.10226,0.0208681,0.0208681,0.00792517,0.00792517,
,,2.656,0.153,0.305,,232.7,,,,,,0.0783796,0.0177987,0.0177987,0.0057752,0.0057752,
,,2.655,0.153,0.304,,247.7,,,,,,0.103179,0.0167342,0.0167342,0.00963896,0.00963896,
,,2.654,0.154,0.304,,262.7,,,,,,0.10062,0.0105016,0.0105016,0.00907543,0.00907543,
,,2.653,0.154,0.304,,277.7,,,,,,0.116281,0.0111129,0.0111129,0.00821344,0.00821344,
